Date,stress,current,salinity,Tempeature
2022-01-10 08:00:00,1.0000,0.0711,36.2033,23.9098
2022-01-10 12:00:00,0.9469,0.1126,36.2014,24.1882
2022-01-10 16:00:00,1.0000,0.1971,36.0631,23.8490
2022-01-10 20:00:00,1.0000,0.2057,36.0514,23.7548
2022-01-11 00:00:00,1.0000,0.1523,36.0816,23.8249
2022-01-11 04:00:00,0.9982,0.0478,36.1806,23.8487
2022-01-11 08:00:00,0.6100,0.0491,36.1499,23.6711
2022-01-11 12:00:00,0.4851,0.0680,36.2093,23.9291
2022-01-11 16:00:00,0.6890,0.1315,36.1348,24.1113
2022-01-11 20:00:00,0.9610,0.1553,36.0670,23.7693
2022-01-12 00:00:00,0.6764,0.1479,36.1038,23.8222
2022-01-12 04:00:00,0.6370,0.0614,36.1306,23.8422
2022-01-12 08:00:00,0.5449,0.0270,36.1713,23.8269
2022-01-12 12:00:00,0.5543,0.0188,36.1866,23.9685
2022-01-12 16:00:00,0.6583,0.0105,36.0914,24.0350
2022-01-12 20:00:00,0.9218,0.0785,36.0582,24.2121
2022-01-13 00:00:00,1.0000,0.0897,36.1105,24.2465
2022-01-13 04:00:00,1.0000,0.0402,36.1322,24.2782
2022-01-13 08:00:00,1.0000,0.0190,36.1007,23.9998
2022-01-13 12:00:00,1.0000,0.0150,36.1142,24.2132
2022-01-13 16:00:00,1.0000,0.0919,36.0164,24.1161
2022-01-13 20:00:00,1.0000,0.1254,35.9986,23.8492
2022-01-14 00:00:00,1.0000,0.1645,36.0916,24.1224
2022-01-14 04:00:00,1.0000,0.0999,36.1326,24.1380
2022-01-14 08:00:00,1.0000,0.0728,36.1312,24.0555
2022-01-14 12:00:00,1.0000,0.0803,36.0876,24.0605
2022-01-14 16:00:00,1.0000,0.1277,35.9760,23.6383
2022-01-14 20:00:00,1.0000,0.1584,35.9647,23.4215
2022-01-15 00:00:00,1.0000,0.2058,36.0455,23.6901
2022-01-15 04:00:00,1.0000,0.1342,36.0858,23.6962
2022-01-15 08:00:00,1.0000,0.1086,36.0901,23.6596
2022-01-15 12:00:00,1.0000,0.0829,36.0679,23.7813
2022-01-15 16:00:00,1.0000,0.1700,35.9747,23.4672
2022-01-15 20:00:00,1.0000,0.1954,35.9345,23.1796
2022-01-16 00:00:00,1.0000,0.2562,35.9973,23.3210
2022-01-16 04:00:00,1.0000,0.1872,36.0484,23.3956
2022-01-16 08:00:00,1.0000,0.1846,36.0429,23.3121
2022-01-16 12:00:00,1.0000,0.1569,35.9747,23.1327
2022-01-16 16:00:00,1.0000,0.2295,35.8657,22.8540
2022-01-16 20:00:00,1.0000,0.2302,35.8363,22.6116
2022-01-17 00:00:00,1.0000,0.2304,35.9242,22.8527
2022-01-17 04:00:00,1.0000,0.1326,36.1012,23.4592
2022-01-17 08:00:00,1.0000,0.1423,36.0983,23.3951
2022-01-17 12:00:00,1.0000,0.1405,36.0327,23.3945
2022-01-17 16:00:00,1.0000,0.1851,35.9151,23.1521
2022-01-17 20:00:00,1.0000,0.1826,35.8863,23.0110
2022-01-18 00:00:00,1.0000,0.1702,35.9398,23.1377
2022-01-18 04:00:00,1.0000,0.0912,36.0631,23.4647
2022-01-18 08:00:00,1.0000,0.0759,36.2173,23.8818
2022-01-18 12:00:00,0.8390,0.0550,36.1409,23.8975
2022-01-18 16:00:00,0.6978,0.0301,36.0914,23.8357
2022-01-18 20:00:00,0.8106,0.0169,35.9781,23.6295
2022-01-19 00:00:00,0.6032,0.0236,35.9404,23.2889
2022-01-19 04:00:00,0.5553,0.0546,35.9778,23.4825
2022-01-19 08:00:00,0.5858,0.0976,36.0362,23.6469
2022-01-19 12:00:00,0.5556,0.0773,36.0361,23.7464
2022-01-19 16:00:00,0.3613,0.0173,36.0163,23.7587
2022-01-19 20:00:00,0.4890,0.0278,35.9934,23.4609
2022-01-20 00:00:00,0.5942,0.0986,35.9564,23.3321
2022-01-20 04:00:00,0.6047,0.0972,35.9498,23.5844
2022-01-20 08:00:00,0.7141,0.0763,35.9261,23.5987
2022-01-20 12:00:00,0.8580,0.0629,35.9259,23.5284
2022-01-20 16:00:00,1.0000,0.0689,35.9184,23.3578
2022-01-20 20:00:00,1.0000,0.1373,35.9471,23.6318
2022-01-21 00:00:00,1.0000,0.1386,35.9113,23.6723
2022-01-21 04:00:00,1.0000,0.0833,35.9272,23.8649
2022-01-21 08:00:00,1.0000,0.0569,35.9272,23.7961
2022-01-21 12:00:00,1.0000,0.0525,35.9346,23.8419
2022-01-21 16:00:00,1.0000,0.0857,35.9240,23.6998
2022-01-21 20:00:00,1.0000,0.1212,35.9236,23.8013
2022-01-22 00:00:00,1.0000,0.1143,35.8687,23.7720
2022-01-22 04:00:00,1.0000,0.0829,35.8668,23.7455
2022-01-22 08:00:00,1.0000,0.0685,35.8719,23.7055
2022-01-22 12:00:00,0.9273,0.0839,35.8826,23.8617
2022-01-22 16:00:00,1.0000,0.0848,35.8778,23.8290
2022-01-22 20:00:00,0.9971,0.0946,35.8887,23.9106
2022-01-23 00:00:00,0.8404,0.1040,35.8341,23.6475
2022-01-23 04:00:00,0.7849,0.0738,35.8285,23.4770
2022-01-23 08:00:00,0.7235,0.0592,35.8520,23.6762
2022-01-23 12:00:00,0.6558,0.0413,35.8493,23.7138
2022-01-23 16:00:00,1.0000,0.0484,35.8324,23.5307
2022-01-23 20:00:00,1.0000,0.0446,35.8172,23.3044
2022-01-24 00:00:00,1.0000,0.0831,35.8953,24.3162
2022-01-24 04:00:00,1.0000,0.0932,36.0396,25.0328
2022-01-24 08:00:00,1.0000,0.1201,36.0584,25.0604
2022-01-24 12:00:00,1.0000,0.1039,36.0420,25.0079
2022-01-24 16:00:00,1.0000,0.1518,36.0240,25.0372
2022-01-24 20:00:00,1.0000,0.1730,36.0390,25.0135
2022-01-25 00:00:00,1.0000,0.1918,36.0592,24.8504
2022-01-25 04:00:00,1.0000,0.1541,36.0620,24.7186
2022-01-25 08:00:00,1.0000,0.1648,36.0435,24.5204
2022-01-25 12:00:00,0.8327,0.1487,36.0044,24.4180
2022-01-25 16:00:00,1.0000,0.1862,35.9578,24.4895
2022-01-25 20:00:00,1.0000,0.2049,35.9996,24.5567
2022-01-26 00:00:00,1.0000,0.1645,36.0389,24.5231
2022-01-26 04:00:00,0.8990,0.0901,36.0515,24.4299
2022-01-26 08:00:00,0.6359,0.0748,36.0560,24.3527
2022-01-26 12:00:00,0.6040,0.0845,36.0389,24.4545
2022-01-26 16:00:00,1.0000,0.1561,35.9496,24.2735
2022-01-26 20:00:00,1.0000,0.1857,36.0212,24.4638
2022-01-27 00:00:00,1.0000,0.1922,36.0638,24.4231
2022-01-27 04:00:00,1.0000,0.0714,36.1026,24.3977
2022-01-27 08:00:00,0.8705,0.0482,36.1066,24.3118
2022-01-27 12:00:00,0.9624,0.0730,36.0350,24.2702
2022-01-27 16:00:00,1.0000,0.2054,35.9716,24.1091
2022-01-27 20:00:00,1.0000,0.2210,35.9921,24.0748
2022-01-28 00:00:00,1.0000,0.2131,36.0426,24.1417
2022-01-28 04:00:00,1.0000,0.0670,36.2067,24.3345
2022-01-28 08:00:00,1.0000,0.0591,36.2890,24.3061
2022-01-28 12:00:00,0.8934,0.0879,36.2556,24.5492
2022-01-28 16:00:00,1.0000,0.1879,36.0372,24.2154
2022-01-28 20:00:00,1.0000,0.2137,36.0065,23.9961
2022-01-29 00:00:00,1.0000,0.2000,36.0592,24.0402
2022-01-29 04:00:00,1.0000,0.0481,36.1371,24.1865
2022-01-29 08:00:00,1.0000,0.0427,36.2012,24.2760
2022-01-29 12:00:00,1.0000,0.0545,36.2061,24.5116
2022-01-29 16:00:00,1.0000,0.0183,36.1106,24.4984
2022-01-29 20:00:00,1.0000,0.0805,36.0067,24.3133
2022-01-30 00:00:00,1.0000,0.0923,36.0280,24.2415
2022-01-30 04:00:00,1.0000,0.0270,36.0843,24.2890
2022-01-30 08:00:00,1.0000,0.0458,36.0571,24.0659
2022-01-30 12:00:00,1.0000,0.0602,35.9521,23.6779
2022-01-30 16:00:00,1.0000,0.0457,35.9084,23.3962
2022-01-30 20:00:00,1.0000,0.0360,35.9169,23.3478
2022-01-31 00:00:00,1.0000,0.0198,35.9791,23.9877
2022-01-31 04:00:00,1.0000,0.0190,36.0622,24.3169
2022-01-31 08:00:00,1.0000,0.0087,36.1769,24.4523
2022-01-31 12:00:00,1.0000,0.0377,36.0920,24.2463
2022-01-31 16:00:00,1.0000,0.0426,36.0336,24.0726
2022-01-31 20:00:00,1.0000,0.0346,36.1692,24.8117
2022-02-01 00:00:00,1.0000,0.0711,36.1695,24.5202
2022-02-01 04:00:00,1.0000,0.1114,36.2015,24.3756
2022-02-01 08:00:00,0.6806,0.1337,36.1746,24.1900
2022-02-01 12:00:00,0.4504,0.0785,36.1999,24.4079
2022-02-01 16:00:00,0.4697,0.0786,36.1974,24.7457
2022-02-01 20:00:00,0.4703,0.0608,36.1025,24.2747
2022-02-02 00:00:00,0.7744,0.0836,36.0479,23.7652
2022-02-02 04:00:00,0.7056,0.0704,36.3062,24.0471
2022-02-02 08:00:00,0.0802,0.0762,36.3440,24.2411
2022-02-02 12:00:00,0.0125,0.0229,36.2961,24.3900
2022-02-02 16:00:00,0.1089,0.0571,36.3465,24.3333
2022-02-02 20:00:00,0.1424,0.0854,36.1436,24.0416
2022-02-03 00:00:00,0.1674,0.0620,36.0687,23.6348
2022-02-03 04:00:00,0.0170,0.0366,36.1391,23.6421
2022-02-03 08:00:00,0.0471,0.0370,36.1846,23.9288
2022-02-03 12:00:00,0.0220,0.0498,36.1045,23.8396
2022-02-03 16:00:00,0.0134,0.0519,36.1063,24.2016
2022-02-03 20:00:00,0.0336,0.0272,36.1488,24.2675
2022-02-04 00:00:00,0.0440,0.0266,36.1083,23.7903
2022-02-04 04:00:00,0.0532,0.0878,36.1860,24.3831
2022-02-04 08:00:00,0.1071,0.0943,36.1491,24.0891
2022-02-04 12:00:00,0.0907,0.0256,36.1198,24.0960
2022-02-04 16:00:00,0.2445,0.0108,36.1217,24.3317
2022-02-04 20:00:00,0.3392,0.0462,36.1144,24.9022
2022-02-05 00:00:00,0.4121,0.0302,36.1724,24.2155
2022-02-05 04:00:00,0.5705,0.0523,36.1413,24.2332
2022-02-05 08:00:00,0.7021,0.0538,36.1503,24.4435
2022-02-05 12:00:00,0.7820,0.0091,36.1128,24.5056
2022-02-05 16:00:00,0.8768,0.0183,36.1162,24.6452
2022-02-05 20:00:00,0.9005,0.0254,36.1772,24.7924
2022-02-06 00:00:00,0.8685,0.0300,36.1872,24.4424
2022-02-06 04:00:00,0.8974,0.0592,36.1414,24.1682
2022-02-06 08:00:00,0.9642,0.0399,36.1143,24.2992
2022-02-06 12:00:00,1.0000,0.0077,36.1078,24.2869
2022-02-06 16:00:00,1.0000,0.1080,36.1931,25.3595
2022-02-06 20:00:00,1.0000,0.1433,36.2265,25.1126
2022-02-07 00:00:00,1.0000,0.1269,36.1995,24.7517
2022-02-07 04:00:00,1.0000,0.1293,36.1671,24.4451
2022-02-07 08:00:00,1.0000,0.1448,36.1190,24.2011
2022-02-07 12:00:00,1.0000,0.1437,35.9947,23.9909
2022-02-07 16:00:00,1.0000,0.1829,35.9470,23.9910
2022-02-07 20:00:00,1.0000,0.1776,35.9902,23.9465
2022-02-08 00:00:00,1.0000,0.1650,36.0543,23.9695
2022-02-08 04:00:00,1.0000,0.1156,36.1698,24.1766
2022-02-08 08:00:00,1.0000,0.1099,36.1984,24.1793
2022-02-08 12:00:00,1.0000,0.1182,36.1055,24.1218
2022-02-08 16:00:00,1.0000,0.1813,36.0179,24.0250
2022-02-08 20:00:00,1.0000,0.2124,36.0844,24.1741
2022-02-09 00:00:00,1.0000,0.2047,36.1631,24.2413
2022-02-09 04:00:00,1.0000,0.1390,36.1877,24.1778
2022-02-09 08:00:00,1.0000,0.1183,36.1662,24.0482
2022-02-09 12:00:00,1.0000,0.0978,36.0729,23.9404
2022-02-09 16:00:00,1.0000,0.2011,36.0373,24.0558
2022-02-09 20:00:00,1.0000,0.2282,36.0752,24.0712
2022-02-10 00:00:00,1.0000,0.2192,36.0895,23.9469
2022-02-10 04:00:00,1.0000,0.1092,36.1482,23.9736
2022-02-10 08:00:00,1.0000,0.0791,36.1618,23.9305
2022-02-10 12:00:00,0.8635,0.0527,36.0721,23.8823
2022-02-10 16:00:00,1.0000,0.1348,35.9976,24.0903
2022-02-10 20:00:00,1.0000,0.1852,36.0636,24.0627
2022-02-11 00:00:00,1.0000,0.1753,36.1056,24.0156
2022-02-11 04:00:00,1.0000,0.0623,36.1663,24.0915
2022-02-11 08:00:00,1.0000,0.0201,36.2142,24.1713
2022-02-11 12:00:00,1.0000,0.0238,36.2263,24.2556
2022-02-11 16:00:00,1.0000,0.0262,36.2189,24.2545
2022-02-11 20:00:00,1.0000,0.0198,36.1430,23.9673
2022-02-12 00:00:00,1.0000,0.0324,36.0527,23.6748
2022-02-12 04:00:00,1.0000,0.0651,36.0084,23.6124
2022-02-12 08:00:00,1.0000,0.1081,36.0652,23.8185
2022-02-12 12:00:00,1.0000,0.0985,36.1000,24.0672
2022-02-12 16:00:00,1.0000,0.0568,36.0615,24.0123
2022-02-12 20:00:00,1.0000,0.0373,36.0486,24.0820
2022-02-13 00:00:00,1.0000,0.0232,36.0715,24.0596
2022-02-13 04:00:00,1.0000,0.0732,36.0845,23.9413
2022-02-13 08:00:00,1.0000,0.1096,36.0565,23.7757
2022-02-13 12:00:00,1.0000,0.1077,36.1539,23.9626
2022-02-13 16:00:00,1.0000,0.0867,36.1550,24.0181
2022-02-13 20:00:00,1.0000,0.0729,36.2067,24.1243
2022-02-14 00:00:00,1.0000,0.0560,36.1426,23.9962
2022-02-14 04:00:00,1.0000,0.1116,36.1571,24.1436
2022-02-14 08:00:00,1.0000,0.1333,36.1537,24.2256
2022-02-14 12:00:00,1.0000,0.1353,36.1244,24.2174
2022-02-14 16:00:00,1.0000,0.1190,36.1826,24.3564
2022-02-14 20:00:00,1.0000,0.1088,36.1783,24.4761
2022-02-15 00:00:00,1.0000,0.0966,36.0507,24.3055
2022-02-15 04:00:00,1.0000,0.1523,36.0500,24.2039
2022-02-15 08:00:00,0.9014,0.1331,35.9889,24.0304
2022-02-15 12:00:00,0.7261,0.1452,35.9456,23.9969
2022-02-15 16:00:00,0.8997,0.1539,35.8990,24.0506
2022-02-15 20:00:00,0.8794,0.1534,35.9671,24.1938
2022-02-16 00:00:00,0.8673,0.0894,35.9606,24.2357
2022-02-16 04:00:00,0.9573,0.0860,35.8584,24.0466
2022-02-16 08:00:00,0.8436,0.0998,35.8561,24.0814
2022-02-16 12:00:00,0.6859,0.1066,35.8371,23.9258
2022-02-16 16:00:00,0.7159,0.0985,35.8614,24.0190
2022-02-16 20:00:00,1.0000,0.0746,35.8778,24.1684
2022-02-17 00:00:00,1.0000,0.0601,35.8419,23.9395
2022-02-17 04:00:00,1.0000,0.1145,35.8440,24.1721
2022-02-17 08:00:00,1.0000,0.1173,35.8221,23.7916
2022-02-17 12:00:00,0.8396,0.1069,35.8293,23.8350
2022-02-17 16:00:00,0.9303,0.0652,35.8306,23.9425
2022-02-17 20:00:00,1.0000,0.0762,35.8242,23.8416
2022-02-18 00:00:00,1.0000,0.0458,35.8055,23.7397
2022-02-18 04:00:00,1.0000,0.0750,35.8828,24.6322
2022-02-18 08:00:00,1.0000,0.0812,35.8567,24.3623
2022-02-18 12:00:00,0.9002,0.0738,35.8316,24.0323
2022-02-18 16:00:00,0.8188,0.0508,35.8186,23.8904
2022-02-18 20:00:00,0.8987,0.0809,35.8069,23.6930
2022-02-19 00:00:00,0.8165,0.0791,35.8097,23.9301
2022-02-19 04:00:00,0.8297,0.0668,35.8145,24.0700
2022-02-19 08:00:00,0.9082,0.0610,35.8116,23.9388
2022-02-19 12:00:00,0.9705,0.0704,35.8060,23.8587
2022-02-19 16:00:00,1.0000,0.0364,35.8028,23.8583
2022-02-19 20:00:00,1.0000,0.0344,35.8022,23.8056
2022-02-20 00:00:00,1.0000,0.0637,35.8033,23.7835
2022-02-20 04:00:00,1.0000,0.0507,35.8440,24.2122
2022-02-20 08:00:00,1.0000,0.0590,35.8943,24.4177
2022-02-20 12:00:00,0.8926,0.0611,35.8468,24.2986
2022-02-20 16:00:00,1.0000,0.0113,35.8223,24.2407
2022-02-20 20:00:00,1.0000,0.0046,35.8117,24.1407
2022-02-21 00:00:00,1.0000,0.0058,35.7897,23.8378
2022-02-21 04:00:00,1.0000,0.0216,35.8877,24.5003
2022-02-21 08:00:00,0.7549,0.0379,36.0076,24.8920
2022-02-21 12:00:00,0.4780,0.0098,35.9108,24.6391
2022-02-21 16:00:00,0.5665,0.0189,35.9064,24.7319
2022-02-21 20:00:00,0.7619,0.1490,36.0830,25.5103
2022-02-22 00:00:00,0.7066,0.1410,36.0757,25.2443
2022-02-22 04:00:00,0.7136,0.0582,36.0957,25.1518
2022-02-22 08:00:00,0.7567,0.0061,36.1074,25.0245
2022-02-22 12:00:00,0.8728,0.0211,36.1207,25.0949
2022-02-22 16:00:00,1.0000,0.1102,36.0001,25.0508
2022-02-22 20:00:00,1.0000,0.1788,36.0403,25.0823
2022-02-23 00:00:00,1.0000,0.1791,36.0699,24.9882
2022-02-23 04:00:00,1.0000,0.1375,36.0662,24.8556
2022-02-23 08:00:00,1.0000,0.1136,36.0351,24.6432
2022-02-23 12:00:00,1.0000,0.0787,35.9932,24.5618
2022-02-23 16:00:00,1.0000,0.1433,35.9739,24.7997
2022-02-23 20:00:00,1.0000,0.1841,35.9934,24.6879
2022-02-24 00:00:00,1.0000,0.1980,36.0589,24.7744
2022-02-24 04:00:00,1.0000,0.1321,36.0684,24.7549
2022-02-24 08:00:00,1.0000,0.1240,36.0635,24.6749
2022-02-24 12:00:00,0.7318,0.0838,35.9994,24.5435
2022-02-24 16:00:00,1.0000,0.0936,35.9395,24.6482
2022-02-24 20:00:00,1.0000,0.1567,35.9345,24.5612
2022-02-25 00:00:00,1.0000,0.1806,36.0347,24.7772
2022-02-25 04:00:00,1.0000,0.0715,36.0740,24.7306
2022-02-25 08:00:00,1.0000,0.0263,36.0697,24.6454
2022-02-25 12:00:00,0.8354,0.0305,36.1172,24.7398
2022-02-25 16:00:00,1.0000,0.0381,36.1463,24.7985
2022-02-25 20:00:00,1.0000,0.0159,36.0972,24.6441
2022-02-26 00:00:00,1.0000,0.0418,35.9888,24.6432
2022-02-26 04:00:00,1.0000,0.0214,36.0140,24.5055
2022-02-26 08:00:00,1.0000,0.0169,36.0530,24.4362
2022-02-26 12:00:00,1.0000,0.0319,36.0581,24.5038
2022-02-26 16:00:00,1.0000,0.0692,35.8873,24.1028
2022-02-26 20:00:00,1.0000,0.1259,35.9645,24.2957
2022-02-27 00:00:00,1.0000,0.2081,36.1460,24.7824
2022-02-27 04:00:00,1.0000,0.1352,36.1426,24.6224
2022-02-27 08:00:00,1.0000,0.1287,36.1718,24.5460
2022-02-27 12:00:00,0.9790,0.0635,36.0893,24.3829
2022-02-27 16:00:00,1.0000,0.0861,35.8746,24.0794
2022-02-27 20:00:00,1.0000,0.1035,35.9452,24.2276
2022-02-28 00:00:00,1.0000,0.1463,36.0796,24.6107
2022-02-28 04:00:00,1.0000,0.0744,36.0827,24.4739
2022-02-28 08:00:00,0.7608,0.0485,36.0843,24.4037
2022-02-28 12:00:00,0.5628,0.0187,36.1003,24.5275
2022-02-28 16:00:00,0.8557,0.0256,36.1220,24.6068
2022-02-28 20:00:00,1.0000,0.0155,36.1211,24.5767
2022-03-01 00:00:00,1.0000,0.0719,36.0152,24.4820
2022-03-01 04:00:00,1.0000,0.0440,36.0924,24.6253
2022-03-01 08:00:00,1.0000,0.0423,36.1041,24.5376
2022-03-01 12:00:00,1.0000,0.0245,36.0903,24.5756
2022-03-01 16:00:00,1.0000,0.0776,36.0518,24.6139
2022-03-01 20:00:00,1.0000,0.1032,35.9581,24.1499
2022-03-02 00:00:00,1.0000,0.1448,35.9646,24.0527
2022-03-02 04:00:00,1.0000,0.1566,36.1597,24.6327
2022-03-02 08:00:00,1.0000,0.1331,36.1660,24.6007
2022-03-02 12:00:00,1.0000,0.1354,36.1411,24.5708
2022-03-02 16:00:00,1.0000,0.1729,36.0505,24.2578
2022-03-02 20:00:00,1.0000,0.2127,35.9814,23.8971
2022-03-03 00:00:00,1.0000,0.2411,35.9472,23.6354
2022-03-03 04:00:00,1.0000,0.2178,35.9692,23.5929
2022-03-03 08:00:00,1.0000,0.2232,35.9990,23.5344
2022-03-03 12:00:00,1.0000,0.1968,36.0228,23.6516
2022-03-03 16:00:00,1.0000,0.2284,35.9573,23.6092
2022-03-03 20:00:00,1.0000,0.2315,35.9454,23.4811
2022-03-04 00:00:00,1.0000,0.2122,35.9361,23.2730
2022-03-04 04:00:00,1.0000,0.2034,35.9744,23.2440
2022-03-04 08:00:00,1.0000,0.2241,36.0160,23.2173
2022-03-04 12:00:00,1.0000,0.2105,36.0248,23.3065
2022-03-04 16:00:00,1.0000,0.2323,35.9483,23.2639
2022-03-04 20:00:00,1.0000,0.2359,35.9764,23.4276
2022-03-05 00:00:00,1.0000,0.1776,35.9873,23.3390
2022-03-05 04:00:00,1.0000,0.1645,36.0141,23.2831
2022-03-05 08:00:00,1.0000,0.1642,36.0104,23.1619
2022-03-05 12:00:00,1.0000,0.1662,35.9719,23.2190
2022-03-05 16:00:00,1.0000,0.1931,35.9397,23.4110
2022-03-05 20:00:00,1.0000,0.2055,36.0011,23.6578
2022-03-06 00:00:00,1.0000,0.1344,36.0275,23.6054
2022-03-06 04:00:00,1.0000,0.0626,36.0878,23.6057
2022-03-06 08:00:00,1.0000,0.0328,36.2951,23.8195
2022-03-06 12:00:00,1.0000,0.0362,36.2675,23.8685
2022-03-06 16:00:00,1.0000,0.0084,36.2034,23.8630
2022-03-06 20:00:00,1.0000,0.0179,36.1497,23.6842
2022-03-07 00:00:00,1.0000,0.0299,36.1513,23.9130
2022-03-07 04:00:00,1.0000,0.0874,36.0933,23.5505
2022-03-07 08:00:00,1.0000,0.1135,36.0533,23.4226
2022-03-07 12:00:00,0.7942,0.0871,36.1289,23.7233
2022-03-07 16:00:00,0.6195,0.0360,36.1264,23.7325
2022-03-07 20:00:00,0.6735,0.0309,36.1009,23.5911
2022-03-08 00:00:00,0.8261,0.0611,36.1329,23.9066
2022-03-08 04:00:00,0.9081,0.1465,36.0404,23.7061
2022-03-08 08:00:00,0.6014,0.0955,36.0005,23.5031
2022-03-08 12:00:00,0.6217,0.0634,35.9884,23.3569
2022-03-08 16:00:00,0.6080,0.0091,35.9916,23.4812
2022-03-08 20:00:00,0.8307,0.0170,36.0005,23.5866
2022-03-09 00:00:00,0.6947,0.0351,35.9986,23.3427
2022-03-09 04:00:00,0.6931,0.1141,36.0545,23.7020
2022-03-09 08:00:00,0.6226,0.1106,36.0346,23.6637
2022-03-09 12:00:00,0.5013,0.0871,36.0453,23.7680
2022-03-09 16:00:00,0.4617,0.0347,36.0486,23.7587
2022-03-09 20:00:00,0.5875,0.0226,36.0556,23.6894
2022-03-10 00:00:00,0.5010,0.0319,36.0734,23.7144
2022-03-10 04:00:00,0.4679,0.0631,36.0694,23.8971
2022-03-10 08:00:00,0.4439,0.0983,36.0633,23.8290
2022-03-10 12:00:00,0.3973,0.0672,36.0500,23.9088
2022-03-10 16:00:00,0.4201,0.0324,36.0456,23.9033
2022-03-10 20:00:00,0.4977,0.0228,36.0737,23.8782
2022-03-11 00:00:00,0.4175,0.0371,36.0942,23.8970
2022-03-11 04:00:00,0.4088,0.1096,36.0723,24.1060
2022-03-11 08:00:00,0.3959,0.1273,36.0760,24.1167
2022-03-11 12:00:00,0.3837,0.1288,36.0365,24.0337
2022-03-11 16:00:00,0.3400,0.0997,36.0317,24.0061
2022-03-11 20:00:00,0.3639,0.1082,36.0703,24.2275
2022-03-12 00:00:00,0.3879,0.1289,36.0153,24.2590
2022-03-12 04:00:00,0.4400,0.1799,35.9902,24.1018
2022-03-12 08:00:00,0.4774,0.1612,35.9568,23.9647
